representante,label,respuesta
Raphael,neutral,es interesante pero no tengo ancho ahora
Donatello,neutral,puede zervirnopz en otro momento
Donatello,neutral,hola! puede que más adelante sirva
Raphael,positiva,podemostracionz agndar algo para la próxima zemana.
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Donatello,neutral,contactame más adelante
Leonardo,neutral,está bueno pero no es urgente
Donatello,negativa,"Paso, gracias"
Leonardo,neutral,lo vemos en Q3 probablemente
Donatello,negativa,nop eztamoz buzkando alternativaz en ezte momento
Donatello,positiva,"me intereza, kompartime máz info x favor."
Raphael,positiva,eztoy ss a mi solega ke ve eztoz temaz
Leonardo,negativa,no aplica para nuestra operación actual
Donatello,neutral,lo veo bien pero no decido yo
Raphael,neutral,aun no hay proyecto
Michelangelo,negativa,no aplica para nuestra operación actual
Leonardo,neutral,respondo rapido: no tengo definiciones aún
Michelangelo,neutral,me interesa pero no es el mejor timing
Raphael,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Leonardo,neutral,FW: para revisión en planning de fin de año
Leonardo,negativa,Nuestro foco está en otra área este año
Michelangelo,neutral,estamos enfocados en otro tipo de soluciones
Donatello,negativa,No estoy interesado por el momento
Donatello,negativa,estamos con otro proveedor con contrato vigente
Donatello,negativa,No gracias
Leonardo,neutral,hola! puede que más adelante sirva
Raphael,neutral,lo veo bien pero no decido yo
Raphael,neutral,eztá buenpo pero npo ez urgente
Donatello,negativa,"npo me intereza x ahora, grakiaz!"
Leonardo,positiva,"ia lo hablé internamente, kieren avanzar"
Donatello,positiva,"Estoy libre el jueves, ¿les va bien?"
Donatello,positiva,"si dale, agendemos 😊"
Donatello,neutral,está bueno pero no es urgente
Donatello,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,neutral,me intereza pero nop ez el mejor timing
Leonardo,positiva,"respondo desde el celu, agenden y lo veo"
Raphael,negativa,"Paso, gracias"
Raphael,negativa,"no es conmigo, pero gracias"
Donatello,neutral,"grasiaz, lo tengo en el radar para el futuro"
Donatello,negativa,npo
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,neutral,lo veo bien pero nop dekido yo
Leonardo,positiva,Podemos hacer una reunión la semana próxima.
Michelangelo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Michelangelo,negativa,"grsz, npo eztoy evaluando ezto"
Donatello,negativa,No gracias
Michelangelo,positiva,"si dale, agendemos 😊"
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Donatello,negativa,fw: nop evaluamoz nuevaz zolusionez ezte año
Leonardo,negativa,fw: npo evaluamoz nuevaz zolusionez ezte año
Michelangelo,neutral,hablalo con mi colega (lo estoy cc)
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Raphael,positiva,Agendemos algo y lo evaluamos con el equipo.
Donatello,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,negativa,"npo ez sonmigo, pero grasiaz"
Leonardo,neutral,revizalo son el área de operasionez mejor
Michelangelo,neutral,eztamoz enfokadoz en otro tipo de zolukionez
Leonardo,negativa,"no es conmigo, pero gracias"
Leonardo,negativa,Nuestro foco está en otra área este año
Leonardo,neutral,"Gracias, lo tengo en el radar para el futuro"
Leonardo,positiva,"hola, grasiaz x ezsribirme. zí, me intereza."
Donatello,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,neutral,ahora estamos full con otras prioridades
Michelangelo,negativa,grcs pero no nos sirve
Michelangelo,positiva,"Me interesa, compartime más info por favor."
Leonardo,neutral,pongamozlo en ztandby
Raphael,positiva,"ia lo hablé internamente, kieren avanzar"
Donatello,neutral,aun no hay proyecto
Raphael,positiva,Podemos hacer una reunión la semana próxima.
Raphael,positiva,eztoy ss a mi solega ke ve eztoz temaz
Donatello,neutral,respondo rapido: no tengo definiciones aún
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Raphael,negativa,ia tenemoz proveedor
Leonardo,negativa,lo analizamos y no es lo que buscamos
Donatello,positiva,"re: me intereza la zolukión, avanken kon demostracion"
Leonardo,negativa,nop
Leonardo,positiva,"Me interesa, compartime más info por favor."
Michelangelo,negativa,grsz pero nop nopz zirve
Michelangelo,neutral,FW: para revisión en planning de fin de año
Raphael,neutral,FW: para revisión en planning de fin de año
Raphael,positiva,"ya lo hablé internamente, quieren avanzar"
Donatello,positiva,"zuena interezante, me guztaria konopker máz"
Donatello,positiva,estoy cc a mi colega que ve estos temas
Leonardo,neutral,hola! puede ke máz adelante zirva
Donatello,positiva,"Dale, coordinemos una llamada para verlo."
Donatello,positiva,"suena interesante, me gustaria conocer más"
Leonardo,negativa,"hola, ia uzamoz algo zimilar"
Michelangelo,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,negativa,nop
Leonardo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Donatello,neutral,"Gracias, lo tengo en el radar para el futuro"
Leonardo,positiva,"Sí, pasame link para agendar."
Michelangelo,negativa,"Paso, gracias"
Michelangelo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Donatello,positiva,"zí, reunámonpoz. ¿tienen dizponibilidad ezta zemana?"
Michelangelo,positiva,"re: me intereza la zolusión, avansen son demostracion"
Michelangelo,neutral,Tal vez más adelante en el año.
Donatello,neutral,aun nop hay proyekto
Raphael,neutral,es interesante pero no tengo ancho ahora
Leonardo,positiva,"respondo desde el celu, agenden y lo veo"
Michelangelo,negativa,"nop, gracias!"
Leonardo,negativa,"Gracias por escribir, pero estamos bien así"
Leonardo,neutral,estamos en medio de otra implementación
Donatello,neutral,puede servirnos en otro momento
Leonardo,neutral,me intereza pero npo ez el mejor timing
Michelangelo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,negativa,no lo vemos prioritario
Michelangelo,neutral,FW: para revisión en planning de fin de año
Donatello,positiva,estoy cc a mi colega que ve estos temas
Donatello,neutral,ahora estamos full con otras prioridades
Leonardo,neutral,revisalo con el área de operaciones mejor
Raphael,neutral,lo veo bien pero no decido yo
Raphael,negativa,No gracias
Donatello,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Raphael,positiva,estoy cc a mi colega que ve estos temas
Michelangelo,positiva,agendmz algo y lo evaluamoz son el ekipo.
Raphael,positiva,"me intereza, kompartime máz info x favor."
Michelangelo,negativa,no aplica para nuestra operación actual
Donatello,neutral,me intereza pero npo ez el mejor timing
Michelangelo,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Michelangelo,neutral,estamos en medio de otra implementación
Michelangelo,positiva,estoy cc a mi colega que ve estos temas
Donatello,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Leonardo,negativa,"grakiaz, pero npo me intereza el zervikio x ahora."
Michelangelo,positiva,eztoy kk a mi kolega ke ve eztoz temaz
Leonardo,neutral,fw: para revizión en planning de fin de año
Donatello,negativa,"no es conmigo, pero gracias"
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Raphael,positiva,Podemos agendar algo para la próxima semana.
Leonardo,positiva,eztoy interezado en avanzar kon una dm.
Raphael,neutral,puede servirnos en otro momento
Donatello,neutral,estamos en medio de otra implementación
Raphael,negativa,No gracias
Donatello,positiva,"suena interesante, me gustaria conocer más"
Donatello,positiva,estoy cc a mi colega que ve estos temas
Raphael,negativa,nop
Donatello,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Leonardo,neutral,está bueno pero no es urgente
Leonardo,negativa,fw: npo evaluamoz nuevaz zolusionez ezte año
Donatello,neutral,ez interezante pero npo tengo ansho ahora
Raphael,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Leonardo,negativa,"Gracias por escribir, pero estamos bien así"
Leonardo,neutral,estamos en medio de otra implementación
Leonardo,positiva,estoy cc a mi colega que ve estos temas
Michelangelo,positiva,"si dale, agendemos 😊"
Raphael,negativa,no lo vemos prioritario
Raphael,neutral,lo vemoz en q3 probablemente
Donatello,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Michelangelo,negativa,no lo vemos prioritario
Michelangelo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Raphael,neutral,pongamozlo en ztandby
Donatello,positiva,"RE: Me interesa la solución, avancen con demo"
Raphael,negativa,"grcs, no estoy evaluando esto"
Leonardo,negativa,npo grasiaz
Donatello,negativa,grkz pero npo npoz zirve
Raphael,neutral,revizalo kon el área de operakionez mejor
Leonardo,negativa,"no es conmigo, pero gracias"
Donatello,negativa,npo lo vemoz prioritario
Leonardo,neutral,aun no hay proyecto
Michelangelo,neutral,contactame más adelante
Donatello,negativa,lo analizamoz y nop ez lo ke buzkamoz
Raphael,positiva,"suena interesante, me gustaria conocer más"
Donatello,neutral,contactame más adelante
Leonardo,positiva,estoy cc a mi colega que ve estos temas
Leonardo,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Raphael,positiva,"suena interesante, me gustaria conocer más"
Michelangelo,positiva,"Dale, coordinemos una llamada para verlo."
Donatello,negativa,grcs pero no nos sirve
Michelangelo,negativa,lo analizamos y no es lo que buscamos
Donatello,positiva,"hola, grakiaz x ezkribirme. zí, me intereza."
Michelangelo,neutral,me intereza pero nop ez el mejor timing
Michelangelo,positiva,estoy cc a mi colega que ve estos temas
Donatello,positiva,"eztoy libre el juevez, ¿lez va bien?"
Leonardo,neutral,tal vez máz adelante en el año.
Leonardo,neutral,puede servirnos en otro momento
Donatello,negativa,grcs pero no nos sirve
Leonardo,negativa,lo analizamos y no es lo que buscamos
Leonardo,positiva,"me intereza, kompartime máz info x favor."
Leonardo,positiva,"zuena interezante, me guztaria konpoker máz"
Michelangelo,positiva,"zí, me pareke relevante para lo ke buzkamoz"
Leonardo,negativa,lo analizamos y no es lo que buscamos
Leonardo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Donatello,negativa,"nop ez sonmigo, pero grasiaz"
Raphael,positiva,"dale, zigamoz la konverzakión"
Raphael,positiva,"respondo desde el celu, agenden y lo veo"
Leonardo,positiva,"dale, zigamoz la konverzakión"
Raphael,neutral,es interesante pero no tengo ancho ahora
Donatello,negativa,estamos con otro proveedor con contrato vigente
Leonardo,neutral,lo veo bien pero nop desido yo
Raphael,negativa,no lo vemos prioritario
Donatello,neutral,estamos en medio de otra implementación
Donatello,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Donatello,neutral,es interesante pero no tengo ancho ahora
Leonardo,neutral,Tal vez más adelante en el año.
Michelangelo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,positiva,Podemos agendar algo para la próxima semana.
Donatello,negativa,Ya tenemos proveedor
Raphael,positiva,"suena interesante, me gustaria conocer más"
Leonardo,neutral,"grasiaz, lo tengo en el radar para el futuro"
Michelangelo,negativa,"nop, gracias!"
Leonardo,neutral,ahora estamos full con otras prioridades
Raphael,neutral,hola! puede ke máz adelante zirva
Donatello,negativa,npo eztoy interezado x el momento
Raphael,positiva,podemostracionz haker una reunión la zemana próxima.
Donatello,neutral,contactame más adelante
Raphael,neutral,ahora estamos full con otras prioridades
Leonardo,positiva,"respondo desde el celu, agenden y lo veo"
Leonardo,positiva,Podemos hacer una reunión la semana próxima.
Donatello,positiva,Podemos hacer una reunión la semana próxima.
Donatello,neutral,es interesante pero no tengo ancho ahora
Michelangelo,negativa,nop
Donatello,neutral,revisalo con el área de operaciones mejor
Raphael,negativa,estamos con otro proveedor con contrato vigente
Michelangelo,negativa,"Gracias por escribir, pero estamos bien así"
Donatello,neutral,pongamoslo en standby
Leonardo,positiva,"Estoy libre el jueves, ¿les va bien?"
Raphael,neutral,ez interezante pero nop tengo ansho ahora
Donatello,neutral,aun npo hay proyesto
Donatello,positiva,"Me interesa, compartime más info por favor."
Leonardo,positiva,"zí, pazame link para agendaar."
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Raphael,positiva,"Me interesa, compartime más info por favor."
Leonardo,neutral,puede servirnos en otro momento
Leonardo,positiva,"RE: Me interesa la solución, avancen con demo"
Leonardo,positiva,"suena interesante, me gustaria conocer más"
Leonardo,positiva,Estoy interesado en avanzar con una demo.
Michelangelo,neutral,kontaktame máz adelante
Leonardo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Leonardo,negativa,No
Leonardo,negativa,FW: no evaluamos nuevas soluciones este año
Donatello,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Donatello,negativa,grkz pero npo npoz zirve
Michelangelo,neutral,kontaktame máz adelante
Michelangelo,negativa,no aplica para nuestra operación actual
Raphael,positiva,eztoy kk a mi kolega ke ve eztoz temaz
Donatello,neutral,"Gracias, lo tengo en el radar para el futuro"
Donatello,neutral,estamos enfocados en otro tipo de soluciones
Leonardo,positiva,agendmz algo y lo evaluamoz son el ekipo.
Michelangelo,positiva,"hola, grasiaz x ezsribirme. zí, me intereza."
Raphael,negativa,fw: npo evaluamoz nuevaz zolusionez ezte año
Donatello,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Michelangelo,neutral,es interesante pero no tengo ancho ahora
Donatello,positiva,"ya lo hablé internamente, quieren avanzar"
Raphael,negativa,No estamos buscando alternativas en este momento
Michelangelo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Michelangelo,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Donatello,positiva,Podemos agendar algo para la próxima semana.
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Michelangelo,negativa,"nop, gracias!"
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Donatello,positiva,"dale, sigamos la conversación"
Michelangelo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Raphael,negativa,"Gracias, pero no me interesa el servicio por ahora."
Raphael,negativa,"grkz, nop eztoy evaluando ezto"
Leonardo,positiva,Estoy interesado en avanzar con una demo.
Leonardo,negativa,no lo vemos prioritario
Raphael,negativa,"no es conmigo, pero gracias"
Leonardo,neutral,aun nop hay proyekto
Leonardo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Donatello,positiva,"zí, pazame link para agendaar."
Leonardo,negativa,"grsz, npo eztoy evaluando ezto"
Raphael,negativa,lo analizamos y no es lo que buscamos
Raphael,neutral,eztamoz en medio de otra implementakión
Leonardo,positiva,"zuena interezante, me guztaria sonopser máz"
Donatello,neutral,lo veo bien pero no decido yo
Michelangelo,negativa,No gracias
Michelangelo,negativa,fw: nop evaluamoz nuevaz zolusionez ezte año
Donatello,positiva,Agendemos algo y lo evaluamos con el equipo.
Donatello,negativa,"Hola, ya usamos algo similar"
Donatello,negativa,lla tenemoz proveedor
Donatello,positiva,"Sí, pasame link para agendar."
Michelangelo,negativa,no lo vemos prioritario
Donatello,negativa,"hola, ia uzamoz algo zimilar"
Raphael,negativa,"nop, gracias!"
Michelangelo,neutral,puede zervirnopz en otro momento
Raphael,negativa,"npo me intereza x ahora, grasiaz!"
Donatello,positiva,"Sí, pasame link para agendar."
Donatello,negativa,Ya tenemos proveedor
Donatello,negativa,"grasiaz, pero npo me intereza el zervisio x ahora."
Donatello,positiva,"zi dale, agendmz 😊"
Leonardo,neutral,es interesante pero no tengo ancho ahora
Leonardo,neutral,ahora eztamoz full kon otraz prioridadez
Michelangelo,positiva,"suena interesante, me gustaria conocer más"
Donatello,neutral,estamos en medio de otra implementación
Donatello,neutral,estamos en medio de otra implementación
Michelangelo,negativa,Nuestro foco está en otra área este año
Michelangelo,negativa,grkz pero nop nopz zirve
Donatello,negativa,"grcs, no estoy evaluando esto"
Leonardo,positiva,"me intereza, sompartime máz info x favor."
Raphael,neutral,me intereza pero npo ez el mejor timing
Donatello,positiva,me intereza explorar ezto máz a fondo.
Donatello,negativa,Ya tenemos proveedor
Raphael,negativa,nueztro foko eztá en otra área ezte año
Leonardo,neutral,"grasiaz, lo tengo en el radar para el futuro"
Leonardo,positiva,"zi dale, agendmz 😊"
Michelangelo,negativa,"Hola, ya usamos algo similar"
Leonardo,positiva,Me interesa explorar esto más a fondo.
Raphael,neutral,ez interezante pero npo tengo ansho ahora
Raphael,negativa,No
Michelangelo,negativa,lla tenemoz proveedor
Donatello,negativa,No
Michelangelo,neutral,revisalo con el área de operaciones mejor
Donatello,positiva,Agendemos algo y lo evaluamos con el equipo.
Donatello,negativa,No estoy interesado por el momento
Michelangelo,negativa,"grcs, no estoy evaluando esto"
Raphael,negativa,Nuestro foco está en otra área este año
Raphael,neutral,revisalo con el área de operaciones mejor
Leonardo,positiva,"zí, reunámonpoz. ¿tienen dizponibilidad ezta zemana?"
Michelangelo,positiva,"respondo desde el celu, agenden y lo veo"
Leonardo,negativa,lo analizamoz y npo ez lo ke buzkamoz
Donatello,negativa,"grcs, no estoy evaluando esto"
Michelangelo,positiva,"ya lo hablé internamente, quieren avanzar"
Donatello,positiva,"Sí, pasame link para agendar."
Donatello,positiva,"zí, me pareke relevante para lo ke buzkamoz"
Michelangelo,positiva,Estoy interesado en avanzar con una demo.
Michelangelo,negativa,Nuestro foco está en otra área este año
Raphael,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Donatello,positiva,"zí, reunámonpoz. ¿tienen dizponibilidad ezta zemana?"
Raphael,positiva,Estoy interesado en avanzar con una demo.
Donatello,positiva,"zí, pazame link para agndar."
Leonardo,neutral,está bueno pero no es urgente
Raphael,negativa,FW: no evaluamos nuevas soluciones este año
Donatello,neutral,revizalo kon el área de operakionez mejor
Leonardo,positiva,Me interesa explorar esto más a fondo.
Leonardo,neutral,es interesante pero no tengo ancho ahora
Leonardo,neutral,tal vez máz adelante en el año.
Leonardo,positiva,"RE: Me interesa la solución, avancen con demo"
Donatello,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,negativa,"Hola, ya usamos algo similar"
Michelangelo,positiva,agendmz algo y lo evaluamoz son el ekipo.
Raphael,positiva,podmz agndar algo para la próxima zemana.
Donatello,negativa,"Paso, gracias"
Michelangelo,neutral,ez interezante pero nop tengo ansho ahora
Donatello,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Michelangelo,neutral,lo vemos en Q3 probablemente
Michelangelo,positiva,Podemos agendar algo para la próxima semana.
Leonardo,negativa,npo
Raphael,positiva,"RE: Me interesa la solución, avancen con demo"
Donatello,neutral,eztá buenpo pero npo ez urgente
Leonardo,neutral,"Gracias, lo tengo en el radar para el futuro"
Raphael,neutral,estamos en medio de otra implementación
Raphael,positiva,Me interesa explorar esto más a fondo.
Donatello,negativa,npo lo vemoz prioritario
Raphael,positiva,Me interesa explorar esto más a fondo.
Leonardo,positiva,"si dale, agendemos 😊"
Donatello,neutral,hablalo con mi colega (lo estoy cc)
Leonardo,positiva,me intereza explorar ezto máz a fondo.
Donatello,neutral,hola! puede que más adelante sirva
Raphael,negativa,"nop, gracias!"
Donatello,positiva,Podemos agendar algo para la próxima semana.
Donatello,negativa,"Gracias por escribir, pero estamos bien así"
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Leonardo,positiva,"sí, me parece relevante para lo que buscamos"
Leonardo,neutral,aun no hay proyecto
Donatello,neutral,pongamoslo en standby
Donatello,neutral,FW: para revisión en planning de fin de año
Leonardo,positiva,agendemostracionz algo y lo evaluamoz son el ekipo.
Leonardo,neutral,respondo rapido: no tengo definiciones aún
Leonardo,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Donatello,neutral,lo vemoz en q3 probablemente
Leonardo,neutral,lo veo bien pero no decido yo
Leonardo,negativa,"grkz, npo eztoy evaluando ezto"
Leonardo,neutral,eztamoz en medio de otra implementakión
Raphael,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Leonardo,positiva,"Sí, pasame link para agendar."
Donatello,neutral,rezpondo rapido: npo tengo definisionez aún
Donatello,negativa,"pazo, grasiaz"
Michelangelo,neutral,fw: para revizión en planning de fin de año
Donatello,neutral,pongamoslo en standby
Leonardo,negativa,grcs pero no nos sirve
Leonardo,positiva,"sí, me parece relevante para lo que buscamos"
Michelangelo,negativa,"Paso, gracias"
Raphael,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Donatello,positiva,"lla lo hablé internamente, kieren avanzar"
Donatello,neutral,ahora eztamoz full kon otraz prioridadez
Michelangelo,neutral,eztamoz en medio de otra implementasión
Raphael,negativa,"nopp, grakiaz!"
Michelangelo,negativa,nop
Leonardo,negativa,nueztro foso eztá en otra área ezte año
Raphael,negativa,"nop, gracias!"
Raphael,positiva,podmz haker una reunión la zemana próxima.
Leonardo,neutral,lo vemoz en q3 probablemente
Donatello,negativa,FW: no evaluamos nuevas soluciones este año
Raphael,negativa,grcs pero no nos sirve
Michelangelo,neutral,lo veo bien pero npo desido yo
Leonardo,positiva,"si dale, agendemos 😊"
Leonardo,negativa,nop eztoy interezado x el momento
Michelangelo,negativa,"no me interesa x ahora, gracias!"
Donatello,positiva,eztoy interezado en avanzar kon una demostracion.
Donatello,neutral,puede zervirnpoz en otro momento
Raphael,positiva,podemostracionz agendaar algo para la próxima zemana.
Leonardo,neutral,estamos enfocados en otro tipo de soluciones
Donatello,negativa,estamos con otro proveedor con contrato vigente
Raphael,negativa,npo lo vemoz prioritario
Michelangelo,neutral,ez interezante pero nop tengo ankho ahora
Leonardo,positiva,"ezto npoz intereza, ¿tienen sazoz de uzo?"
